"Time of Day,""Process Name"",""PID"",""Operation"",""Path"",""Result"",""Detail""";;;;;;;;;;;;
"6:04:42.6826125 PM,""Multi-Tracker Detection_x64.exe"",""13396"",""Process Start"","""",""SUCCESS"",""Parent PID: 13580, Command line: """"C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"""" , Current directory: C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\, Environment: ";;;;;;;;;;;;
"6:04:45.7047959 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Process Start"","""",""SUCCESS"",""Parent PID: 13580, Command line: """"C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"""" , Current directory: C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\, Environment: ";;;;;;;;;;;;
;"	ALLUSERSPROFILE=C:\ProgramData";;;;;;;;;;;
;"	APPDATA=C:\Users\user\AppData\Roaming";;;;;;;;;;;
;"	CommonProgramFiles=C:\Program Files\Common Files";;;;;;;;;;;
;"	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files";;;;;;;;;;;
;"	CommonProgramW6432=C:\Program Files\Common Files";;;;;;;;;;;
;"	COMPUTERNAME=DESKTOP-48S0QHI";;;;;;;;;;;
;"	ComSpec=C:\Windows\system32\cmd.exe";;;;;;;;;;;
;"	DH_RemoteToolsInstallDir=C:\Program Files\Microsoft Visual Studio 18.0\";;;;;;;;;;;
;"	DriverData=C:\Windows\System32\Drivers\DriverData";;;;;;;;;;;
;"	HOMEDRIVE=C:";;;;;;;;;;;
;"	HOMEPATH=\Users\user";;;;;;;;;;;
;"	LOCALAPPDATA=C:\Users\user\AppData\Local";;;;;;;;;;;
;"	LOGONSERVER=\\DESKTOP-48S0QHI";;;;;;;;;;;
;"	NUMBER_OF_PROCESSORS=8";;;;;;;;;;;
;"	OneDrive=C:\Users\user\OneDrive";;;;;;;;;;;
;"	OS=Windows_NT";;;;;;;;;;;
;"	Path=C:\Windows\system32";C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\dotnet\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Python34;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Users\user\AppData\Local\Microsoft\WindowsApps;
;"	PATHEXT=.COM";.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY
;"	PROCESSOR_ARCHITECTURE=AMD64";;;;;;;;;;;
;"	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 85 Stepping 7, GenuineIntel";;;;;;;;;;;
;"	PROCESSOR_LEVEL=6";;;;;;;;;;;
;"	PROCESSOR_REVISION=5507";;;;;;;;;;;
;"	ProgramData=C:\ProgramData";;;;;;;;;;;
;"	ProgramFiles=C:\Program Files";;;;;;;;;;;
;"	ProgramFiles(x86)=C:\Program Files (x86)";;;;;;;;;;;
;"	ProgramW6432=C:\Program Files";;;;;;;;;;;
;"	PSModulePath=C:\Program Files\WindowsPowerShell\Modules";C:\Windows\system32\WindowsPowerShell\v1.0\Modules;;;;;;;;;;
;"	PUBLIC=C:\Users\Public";;;;;;;;;;;
;"	SystemDrive=C:";;;;;;;;;;;
;"	SystemRoot=C:\Windows";;;;;;;;;;;
;"	TEMP=C:\Users\user\AppData\Local\Temp";;;;;;;;;;;
;"	TMP=C:\Users\user\AppData\Local\Temp";;;;;;;;;;;
;"	USERDOMAIN=DESKTOP-48S0QHI";;;;;;;;;;;
;"	USERDOMAIN_ROAMINGPROFILE=DESKTOP-48S0QHI";;;;;;;;;;;
;"	USERNAME=user";;;;;;;;;;;
;"	USERPROFILE=C:\Users\user";;;;;;;;;;;
;"	windir=C:\Windows""";;;;;;;;;;;
"6:04:45.7048525 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Thread Create"","""",""SUCCESS"",""Thread ID: 9828""";;;;;;;;;;;;
"6:04:45.8006311 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"",""SUCCESS"",""Image Base: 0x7ff6bb2c0000, Image Size: 0x2fe000""";;;;;;;;;;;;
"6:04:45.8006847 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\windows\system32\ntdll.dll"",""SUCCESS"",""Image Base: 0x7fff54830000, Image Size: 0x1f8000""";;;;;;;;;;;;
"6:04:45.8008047 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Session Manager"",""REPARSE"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8008324 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Session Manager"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8008485 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock"",""NAME NOT FOUND"",""Length: 80""";;;;;;;;;;;;
"6:04:45.8008639 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\Session Manager"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8008778 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap"",""REPARSE"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8008972 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap"",""NAME NOT FOUND"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8009355 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\SYSTEM\CurrentControlSet\Control\Session Manager"",""REPARSE"",""Desired Access: Query Value, Enumerate Sub Keys""";;;;;;;;;;;;
"6:04:45.8009507 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Session Manager"",""SUCCESS"",""Desired Access: Query Value, Enumerate Sub Keys""";;;;;;;;;;;;
"6:04:45.8009689 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies"",""NAME NOT FOUND"",""Length: 24""";;;;;;;;;;;;
"6:04:45.8009825 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\Session Manager"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8012306 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64"",""SUCCESS"",""Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8013361 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\windows\system32\kernel32.dll"",""SUCCESS"",""Image Base: 0x7fff52da0000, Image Size: 0xc2000""";;;;;;;;;;;;
"6:04:45.8014838 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\windows\system32\KernelBase.dll"",""SUCCESS"",""Image Base: 0x7fff522e0000, Image Size: 0x2f6000""";;;;;;;;;;;;
"6:04:45.8028915 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys"",""REPARSE"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.8029082 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys"",""NAME NOT FOUND"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.8030928 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\SafeBoot\Option"",""REPARSE"",""Desired Access: Query Value, Set Value""";;;;;;;;;;;;
"6:04:45.8031087 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\SafeBoot\Option"",""NAME NOT FOUND"",""Desired Access: Query Value, Set Value""";;;;;;;;;;;;
"6:04:45.8031276 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Srp\GP\DLL"",""REPARSE"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.8031472 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Srp\GP\DLL"",""NAME NOT FOUND"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.8031669 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8031845 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled"",""NAME NOT FOUND"",""Length: 80""";;;;;;;;;;;;
"6:04:45.8032029 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8032219 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers"",""NAME NOT FOUND"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8032516 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\FileSystem\"",""REPARSE"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.8032682 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\FileSystem"",""SUCCESS"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.8032833 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled"",""SUCCESS"",""Type: REG_DWORD, Length: 4, Data: 0""";;;;;;;;;;;;
"6:04:45.8032984 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\FileSystem"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8035984 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8036350 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QueryBasicInformationFile"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""CreationTime: 2/4/2026 3:51:02 PM, LastAccessTime: 2/16/2026 6:01:29 PM, LastWriteTime: 2/4/2026 3:51:02 PM, ChangeTime: 2/5/2026 3:12:44 AM, FileAttributes: A""";;;;;;;;;;;;
"6:04:45.8036448 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8037100 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8037404 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\windows\system32\apphelp.dll"",""FILE LOCKED WITH ONLY READERS"",""SyncType: SyncTypeCreateSection, PageProtection: |PAGE_NOCACHE""";;;;;;;;;;;;
"6:04:45.8037613 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""SyncType: SyncTypeOther""";;;;;;;;;;;;
"6:04:45.8038434 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""Image Base: 0x7fff4eb20000, Image Size: 0x94000""";;;;;;;;;;;;
"6:04:45.8040005 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\apphelp.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8041150 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8041372 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\LogFlags"",""NAME NOT FOUND"",""Length: 20""";;;;;;;;;;;;
"6:04:45.8041553 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8042384 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8042558 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\ShowDebugInfo"",""NAME NOT FOUND"",""Length: 20""";;;;;;;;;;;;
"6:04:45.8042704 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8043748 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8044009 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8044150 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8044322 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8045211 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\ntdll.dll"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8045471 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\ntdll.dll"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8045569 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\ntdll.dll"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8045647 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\ntdll.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8046282 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\kernel32.dll"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8046472 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\kernel32.dll"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8046566 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\kernel32.dll"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8046717 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\kernel32.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8048168 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\KernelBase.dll"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8048497 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\KernelBase.dll"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8048654 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\KernelBase.dll"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.8048887 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\KernelBase.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.8050663 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\apppatch\sysmain.sdb"",""SUCCESS"",""Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.8051222 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QueryStandardInformationFile"",""C:\windows\apppatch\sysmain.sdb"",""SUCCESS"",""AllocationSize: 4,075,520, EndOfFile: 4,075,396, NumberOfLinks: 2, DeletePending: False, Directory: False""";;;;;;;;;;;;
"6:04:45.8051361 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QueryStandardInformationFile"",""C:\windows\apppatch\sysmain.sdb"",""SUCCESS"",""AllocationSize: 4,075,520, EndOfFile: 4,075,396, NumberOfLinks: 2, DeletePending: False, Directory: False""";;;;;;;;;;;;
"6:04:45.8051506 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\windows\apppatch\sysmain.sdb"",""FILE LOCKED WITH ONLY READERS"",""SyncType: SyncTypeCreateSection, PageProtection: |PAGE_NOCACHE""";;;;;;;;;;;;
"6:04:45.8051668 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QueryStandardInformationFile"",""C:\windows\apppatch\sysmain.sdb"",""SUCCESS"",""AllocationSize: 4,075,520, EndOfFile: 4,075,396, NumberOfLinks: 2, DeletePending: False, Directory: False""";;;;;;;;;;;;
"6:04:45.8051917 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\windows\apppatch\sysmain.sdb"",""SUCCESS"",""SyncType: SyncTypeOther""";;;;;;;;;;;;
"6:04:45.8053866 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.8054145 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache"",""SUCCESS"",""Type: REG_SZ, Length: 112, Data: C:\Users\user\AppData\Local\Microsoft\Windows\INetCache""";;;;;;;;;;;;
